tconst	primaryTitle	titleType	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	combined_features
tt0141647	Napló-részletek	movie	Napló-részletek	0	2003	\N	120	\N	movie Napló-részletek Napló-részletek 0 2003 \N 120 \N
tt0141650	Ne kavarj!	movie	Ne kavarj!	0	1997	\N	128	Documentary	movie Ne kavarj! Ne kavarj! 0 1997 \N 128 Documentary
tt0141651	Neki Aur Badi	movie	Neki Aur Badi	0	1949	\N	\N	\N	movie Neki Aur Badi Neki Aur Badi 0 1949 \N \N \N
tt0141653	Nelson Rodríguez: El cine y la vida	movie	Nelson Rodríguez: El cine y la vida	0	1995	\N	90	Documentary	movie Nelson Rodríguez: El cine y la vida Nelson Rodríguez: El cine y la vida 0 1995 \N 90 Documentary
tt0141656	Nice - À propos de Jean Vigo	movie	Nice - À propos de Jean Vigo	0	1983	\N	58	Documentary	movie Nice - À propos de Jean Vigo Nice - À propos de Jean Vigo 0 1983 \N 58 Documentary
tt0141657	Nice to Meet You, Please Don't Rape Me!	movie	Nice to Meet You, Please Don't Rape Me!	0	1995	\N	71	Drama	movie Nice to Meet You, Please Don't Rape Me! Nice to Meet You, Please Don't Rape Me! 0 1995 \N 71 Drama
tt0141658	Nick Carter and Red Club	movie	Nick Carter et le trèfle rouge	0	1965	\N	90	Action	movie Nick Carter and Red Club Nick Carter et le trèfle rouge 0 1965 \N 90 Action
tt0141659	Nine and Three-Fifths Seconds	movie	Nine and Three-Fifths Seconds	0	1925	\N	\N	Action,Drama,Sport	movie Nine and Three-Fifths Seconds Nine and Three-Fifths Seconds 0 1925 \N \N Action,Drama,Sport
tt0141666	Normandie - Niémen	movie	Normandie - Niémen	0	1960	\N	120	Drama,War	movie Normandie - Niémen Normandie - Niémen 0 1960 \N 120 Drama,War
tt0141667	Not Tonight, Darling	movie	Not Tonight, Darling	0	1971	\N	90	Drama	movie Not Tonight, Darling Not Tonight, Darling 0 1971 \N 90 Drama
tt0141668	La novia de medianoche	movie	La novia de medianoche	0	1997	\N	134	Drama,Mystery,Romance	movie La novia de medianoche La novia de medianoche 0 1997 \N 134 Drama,Mystery,Romance
tt0141669	Nature's Paradise	movie	Nudist Paradise	0	1959	\N	67	Drama	movie Nature's Paradise Nudist Paradise 0 1959 \N 67 Drama
tt0141670	Une nuit à Megève	movie	Une nuit à Megève	0	1953	\N	91	Comedy	movie Une nuit à Megève Une nuit à Megève 0 1953 \N 91 Comedy
tt0141671	Paris Nights	movie	Les nuits de Paris	0	1951	\N	86	Comedy,Musical	movie Paris Nights Les nuits de Paris 0 1951 \N 86 Comedy,Musical
tt0141673	OSS 117 se déchaîne	movie	OSS 117 se déchaîne	0	1963	\N	104	Action,Adventure,Thriller	movie OSS 117 se déchaîne OSS 117 se déchaîne 0 1963 \N 104 Action,Adventure,Thriller
tt0141674	A Guest at Dinner	movie	Un oaspete la cina	0	1986	\N	86	Drama,Romance	movie A Guest at Dinner Un oaspete la cina 0 1986 \N 86 Drama,Romance
tt0141697	Operasjon Løvsprett	movie	Operasjon Løvsprett	0	1962	\N	94	Comedy,Musical	movie Operasjon Løvsprett Operasjon Løvsprett 0 1962 \N 94 Comedy,Musical
tt0141699	Out of the Past	movie	Out of the Past	0	1998	\N	97	Documentary	movie Out of the Past Out of the Past 0 1998 \N 97 Documentary
tt0141700	Outono no Alto Douro	movie	Outono no Alto Douro	0	1978	\N	70	Documentary	movie Outono no Alto Douro Outono no Alto Douro 0 1978 \N 70 Documentary
tt0141702	Paesaggio con figure	movie	Paesaggio con figure	0	1983	\N	80	Drama	movie Paesaggio con figure Paesaggio con figure 0 1983 \N 80 Drama
tt0141707	Parai Aag	movie	Parai Aag	0	1948	\N	\N	\N	movie Parai Aag Parai Aag 0 1948 \N \N \N
tt0141709	Paris Does Not Exist	movie	Paris n'existe pas	0	1969	\N	100	Drama,Sci-Fi	movie Paris Does Not Exist Paris n'existe pas 0 1969 \N 100 Drama,Sci-Fi
tt0141711	Parisian Life	movie	Parisian Life	0	1936	\N	\N	Comedy	movie Parisian Life Parisian Life 0 1936 \N \N Comedy
tt0141716	Party Monster	movie	Party Monster	0	1998	\N	57	Biography,Documentary	movie Party Monster Party Monster 0 1998 \N 57 Biography,Documentary
tt0141718	Pauze	movie	Pauze	0	1994	\N	\N	\N	movie Pauze Pauze 0 1994 \N \N \N
tt0141721	Ève et les bonnes pommes	movie	Ève et les bonnes pommes	0	1965	\N	90	Comedy	movie Ève et les bonnes pommes Ève et les bonnes pommes 0 1965 \N 90 Comedy
tt0141723	La petite fille à la recherche du printemps	movie	La petite fille à la recherche du printemps	0	1971	\N	\N	\N	movie La petite fille à la recherche du printemps La petite fille à la recherche du printemps 0 1971 \N \N \N
tt0141724	Phobias	movie	Phobias	0	1998	\N	\N	Horror	movie Phobias Phobias 0 1998 \N \N Horror
tt0141726	Phoolwari	movie	Phoolwari	0	1946	\N	\N	\N	movie Phoolwari Phoolwari 0 1946 \N \N \N
tt0141727	Pi pi pil... pilleri	movie	Pi pi pil... pilleri	0	1982	\N	88	Comedy	movie Pi pi pil... pilleri Pi pi pil... pilleri 0 1982 \N 88 Comedy
tt0141729	Pierre and Jean	movie	Pierre et Jean	0	1943	\N	72	Drama	movie Pierre and Jean Pierre et Jean 0 1943 \N 72 Drama
tt0141730	Pimeys odottaa	movie	Pimeys odottaa	0	1985	\N	79	Crime,Thriller	movie Pimeys odottaa Pimeys odottaa 0 1985 \N 79 Crime,Thriller
tt0141734	Piège	movie	Piège	0	1970	\N	58	Thriller	movie Piège Piège 0 1970 \N 58 Thriller
tt0141736	Virgin Soil Upturned	movie	Podnyataya tselina	0	1960	\N	278	Drama	movie Virgin Soil Upturned Podnyataya tselina 0 1960 \N 278 Drama
tt0141739	La polka des menottes	movie	La polka des menottes	0	1957	\N	90	\N	movie La polka des menottes La polka des menottes 0 1957 \N 90 \N
tt0141742	Presszó	movie	Presszó	0	1998	\N	104	Comedy,Drama	movie Presszó Presszó 0 1998 \N 104 Comedy,Drama
tt0141743	Prior to the Leap Into Space	movie	Prior to the Leap Into Space	0	1961	\N	\N	Documentary	movie Prior to the Leap Into Space Prior to the Leap Into Space 0 1961 \N \N Documentary
tt0141745	A Procissão dos Bêbados	movie	A Procissão dos Bêbados	0	1975	\N	70	Documentary	movie A Procissão dos Bêbados A Procissão dos Bêbados 0 1975 \N 70 Documentary
tt0141746	Il saprofita	movie	Il saprofita	0	1974	\N	100	Drama,Romance	movie Il saprofita Il saprofita 0 1974 \N 100 Drama,Romance
tt0141747	A program	movie	A program	0	1998	\N	75	Drama	movie A program A program 0 1998 \N 75 Drama
tt0141748	A pronuma bolyok története	movie	A pronuma bolyok története	0	1983	\N	90	\N	movie A pronuma bolyok története A pronuma bolyok története 0 1983 \N 90 \N
tt0141749	Proper Manners	movie	Proper Manners	0	1992	\N	\N	Comedy	movie Proper Manners Proper Manners 0 1992 \N \N Comedy
tt0141750	Pujari	movie	Pujari	0	1946	\N	\N	\N	movie Pujari Pujari 0 1946 \N \N \N
tt0141753	Pygmalion	movie	Pygmalion	0	1935	\N	92	Comedy	movie Pygmalion Pygmalion 0 1935 \N 92 Comedy
tt0141754	Pyrenees and Wooden Legs	movie	Pyrenees and Wooden Legs	0	1920	\N	\N	Documentary	movie Pyrenees and Wooden Legs Pyrenees and Wooden Legs 0 1920 \N \N Documentary
tt0141755	Hello, Mr. Kivi	movie	Päivää, herra Kivi	0	1984	\N	88	Drama	movie Hello, Mr. Kivi Päivää, herra Kivi 0 1984 \N 88 Drama
tt0141756	Les pépées au service secret	movie	Les pépées au service secret	0	1956	\N	97	Comedy,Crime	movie Les pépées au service secret Les pépées au service secret 0 1956 \N 97 Comedy,Crime
tt0141759	Un ragazzo e una ragazza	movie	Un ragazzo e una ragazza	0	1984	\N	96	Comedy,Romance	movie Un ragazzo e una ragazza Un ragazzo e una ragazza 0 1984 \N 96 Comedy,Romance
tt0141761	Rajputani	movie	Rajputani	0	1946	\N	\N	\N	movie Rajputani Rajputani 0 1946 \N \N \N
tt0141762	Rakkauselokuva	movie	Rakkauselokuva	0	1984	\N	72	Comedy,Drama	movie Rakkauselokuva Rakkauselokuva 0 1984 \N 72 Comedy,Drama
tt0141763	Ramses ja unet	movie	Ramses ja unet	0	1982	\N	80	Documentary	movie Ramses ja unet Ramses ja unet 0 1982 \N 80 Documentary
tt0141764	Os Ranchos de Braga e Esposende	movie	Os Ranchos de Braga e Esposende	0	1935	\N	\N	Documentary	movie Os Ranchos de Braga e Esposende Os Ranchos de Braga e Esposende 0 1935 \N \N Documentary
tt0141765	Os Ranchos de Marco de Canaveses e Amarante	movie	Os Ranchos de Marco de Canaveses e Amarante	0	1935	\N	\N	Documentary	movie Os Ranchos de Marco de Canaveses e Amarante Os Ranchos de Marco de Canaveses e Amarante 0 1935 \N \N Documentary
tt0141766	Os Ranchos de Penafiel e Matosinhos	movie	Os Ranchos de Penafiel e Matosinhos	0	1935	\N	\N	Documentary	movie Os Ranchos de Penafiel e Matosinhos Os Ranchos de Penafiel e Matosinhos 0 1935 \N \N Documentary
tt0141769	Rate It X	movie	Rate It X	0	1986	\N	93	Documentary	movie Rate It X Rate It X 0 1986 \N 93 Documentary
tt0141770	Rate the Date	movie	Rate the Date	0	1991	\N	\N	\N	movie Rate the Date Rate the Date 0 1991 \N \N \N
tt0141773	The Red Racer	movie	The Red Racer	0	1996	\N	\N	\N	movie The Red Racer The Red Racer 0 1996 \N \N \N
tt0141775	Reichsautobahn	movie	Reichsautobahn	0	1986	\N	90	Documentary	movie Reichsautobahn Reichsautobahn 0 1986 \N 90 Documentary
tt0141782	Il richiamo	movie	Il richiamo	0	1992	\N	97	Drama	movie Il richiamo Il richiamo 0 1992 \N 97 Drama
tt0141784	The Devil's Ravine	movie	Rîpa dracului	0	1957	\N	95	Action	movie The Devil's Ravine Rîpa dracului 0 1957 \N 95 Action
tt0141785	Risto Vanarin piilokamera	movie	Risto Vanarin piilokamera	0	1979	\N	101	Comedy	movie Risto Vanarin piilokamera Risto Vanarin piilokamera 0 1979 \N 101 Comedy
tt0141791	La ruletera	movie	La ruletera	0	1987	\N	89	Adventure,Comedy,Romance	movie La ruletera La ruletera 0 1987 \N 89 Adventure,Comedy,Romance
tt0141792	Run Buckwheat, Run	movie	Run Buckwheat, Run	0	1999	\N	\N	\N	movie Run Buckwheat, Run Run Buckwheat, Run 0 1999 \N \N \N
tt0141793	Winter of Black Snow	movie	Ruskan jälkeen	0	1979	\N	114	Drama	movie Winter of Black Snow Ruskan jälkeen 0 1979 \N 114 Drama
tt0141796	A rózsa vére	movie	A rózsa vére	0	1998	\N	100	Crime,Drama	movie A rózsa vére A rózsa vére 0 1998 \N 100 Crime,Drama
tt0141797	Sadetanssi	movie	Sadetanssi	0	1983	\N	\N	\N	movie Sadetanssi Sadetanssi 0 1983 \N \N \N
tt0141801	Das Sandmännchen	movie	Das Sandmännchen	0	1955	\N	84	Family,Fantasy	movie Das Sandmännchen Das Sandmännchen 0 1955 \N 84 Family,Fantasy
tt0141802	Sania albastrã	movie	Sania albastrã	0	1987	\N	\N	Drama	movie Sania albastrã Sania albastrã 0 1987 \N \N Drama
tt0141807	Congolaise	movie	Savage Africa	0	1950	\N	68	Documentary	movie Congolaise Savage Africa 0 1950 \N 68 Documentary
tt0141812	The Scorched Earth	movie	The Scorched Earth	0	1942	\N	57	Documentary	movie The Scorched Earth The Scorched Earth 0 1942 \N 57 Documentary
tt0141815	A Semana de Lisboa	movie	A Semana de Lisboa	0	1925	\N	\N	Documentary	movie A Semana de Lisboa A Semana de Lisboa 0 1925 \N \N Documentary
tt0141817	Seven Guys and a Gal	movie	Sept hommes et une garce	0	1967	\N	90	Adventure	movie Seven Guys and a Gal Sept hommes et une garce 0 1967 \N 90 Adventure
tt0141818	September	movie	Septembrie	0	1978	\N	105	Drama	movie September Septembrie 0 1978 \N 105 Drama
tt0141819	Shaheed	movie	Shaheed	0	1948	\N	164	Drama,Romance	movie Shaheed Shaheed 0 1948 \N 164 Drama,Romance
tt0141820	Sherlock Holmes: The Grey Lady	movie	Sherlock Holmes	0	1937	\N	92	Crime	movie Sherlock Holmes: The Grey Lady Sherlock Holmes 0 1937 \N 92 Crime
tt0141822	Sick Animals	movie	Printre colinele verzi	0	1970	\N	121	Crime,Drama,Thriller	movie Sick Animals Printre colinele verzi 0 1970 \N 121 Crime,Drama,Thriller
tt0141824	The Inheritors	movie	Die Siebtelbauern	0	1998	\N	95	Drama,Mystery	movie The Inheritors Die Siebtelbauern 0 1998 \N 95 Drama,Mystery
tt0141826	Singaar	movie	Singaar	0	1949	\N	\N	Drama,Family	movie Singaar Singaar 0 1949 \N \N Drama,Family
tt0141827	Sinister Street	movie	Sinister Street	0	1922	\N	\N	Drama	movie Sinister Street Sinister Street 0 1922 \N \N Drama
tt0141828	Sipahiya	movie	Sipahiya	0	1949	\N	\N	\N	movie Sipahiya Sipahiya 0 1949 \N \N \N
tt0141829	Sitiprinc	movie	Sitiprinc	0	1999	\N	100	Drama	movie Sitiprinc Sitiprinc 0 1999 \N 100 Drama
tt0141830	The Story of the Voyages	movie	Skazka stranstviy	0	1983	\N	101	Adventure,Family	movie The Story of the Voyages Skazka stranstviy 0 1983 \N 101 Adventure,Family
tt0141832	Skierri: Land of the Dwarf Birches	movie	Skierri, vaivaiskoivujen maa	0	1982	\N	118	Drama	movie Skierri: Land of the Dwarf Birches Skierri, vaivaiskoivujen maa 0 1982 \N 118 Drama
tt0141837	Smooth Criminal	movie	Smooth Criminal	0	1993	\N	\N	Comedy	movie Smooth Criminal Smooth Criminal 0 1993 \N \N Comedy
tt0141840	Someplace Hot	movie	Someplace Hot	0	1994	\N	\N	\N	movie Someplace Hot Someplace Hot 0 1994 \N \N \N
tt0141841	Something in Common	movie	Something in Common	0	1993	\N	\N	Comedy,Romance	movie Something in Common Something in Common 0 1993 \N \N Comedy,Romance
tt0141843	Sorcerers	movie	Sorcerers	0	1998	\N	100	Animation,Sci-Fi	movie Sorcerers Sorcerers 0 1998 \N 100 Animation,Sci-Fi
tt0141844	A Spare Moment	movie	Clipa de ragaz	0	1986	\N	83	Comedy	movie A Spare Moment Clipa de ragaz 0 1986 \N 83 Comedy
tt0141850	The Splendid Coward	movie	The Splendid Coward	0	1918	\N	\N	Crime	movie The Splendid Coward The Splendid Coward 0 1918 \N \N Crime
tt0141851	Sputnik Over the Planet	movie	Sputnik Over the Planet	0	1958	\N	\N	Documentary	movie Sputnik Over the Planet Sputnik Over the Planet 0 1958 \N \N Documentary
tt0141852	Govorit sputnik	movie	Govorit sputnik	0	1959	\N	54	Documentary	movie Govorit sputnik Govorit sputnik 0 1959 \N 54 Documentary
tt0141857	Snapshot Around the Family Table	movie	Stop cadru la masa	0	1980	\N	\N	Comedy	movie Snapshot Around the Family Table Stop cadru la masa 0 1980 \N \N Comedy
tt0141860	Such Is Life at Coney Island	movie	Such Is Life at Coney Island	0	1920	\N	\N	Comedy,Documentary	movie Such Is Life at Coney Island Such Is Life at Coney Island 0 1920 \N \N Comedy,Documentary
tt0141861	Sweet Home	movie	Sûîto hômu	0	1989	\N	100	Horror	movie Sweet Home Sûîto hômu 0 1989 \N 100 Horror
tt0141863	Suomalainen päiväkirja	movie	Suomalainen päiväkirja	0	1984	\N	\N	Documentary	movie Suomalainen päiväkirja Suomalainen päiväkirja 0 1984 \N \N Documentary
tt0141871	Autumn Is to Change It All	movie	Syksyllä kaikki on toisin	0	1978	\N	113	Drama,Romance	movie Autumn Is to Change It All Syksyllä kaikki on toisin 0 1978 \N 113 Drama,Romance
tt0141874	Passion	movie	Szenvedély	0	1998	\N	155	Drama	movie Passion Szenvedély 0 1998 \N 155 Drama
tt0141875	Szerencsés emberek	movie	Szerencsés emberek	0	1998	\N	75	Documentary	movie Szerencsés emberek Szerencsés emberek 0 1998 \N 75 Documentary
tt0141876	Szivárványos tütücsillag	movie	Szivárványos tütücsillag	0	1999	\N	52	Documentary	movie Szivárványos tütücsillag Szivárványos tütücsillag 0 1999 \N 52 Documentary
tt0141877	Só Acontece aos Outros	movie	Só Acontece aos Outros	0	1985	\N	55	\N	movie Só Acontece aos Outros Só Acontece aos Outros 0 1985 \N 55 \N
tt0141880	Tales of the Third Dimension	movie	Tales of the Third Dimension	0	1984	\N	85	Comedy,Drama,Fantasy	movie Tales of the Third Dimension Tales of the Third Dimension 0 1984 \N 85 Comedy,Drama,Fantasy
tt0141881	Sudden Love	movie	Xafnikos erotas	0	1984	\N	100	Drama,Romance	movie Sudden Love Xafnikos erotas 0 1984 \N 100 Drama,Romance
tt0141884	Nocturnal Uproar	movie	Tapage nocturne	0	1951	\N	86	Crime	movie Nocturnal Uproar Tapage nocturne 0 1951 \N 86 Crime
tt0141887	The Endless Shore	movie	Tarmul n-are sfârsit	0	1962	\N	73	Romance	movie The Endless Shore Tarmul n-are sfârsit 0 1962 \N 73 Romance
tt0141890	Tata de Duminica	movie	Tata de Duminica	0	1974	\N	85	Comedy,Drama	movie Tata de Duminica Tata de Duminica 0 1974 \N 85 Comedy,Drama
tt0141892	Televiziune	movie	Televiziune	0	1931	\N	\N	Comedy	movie Televiziune Televiziune 0 1931 \N \N Comedy
tt0141897	Terror	movie	Terror	0	1978	\N	84	Horror	movie Terror Terror 0 1978 \N 84 Horror
tt0141899	That's All	movie	That's All	0	1993	\N	\N	Romance	movie That's All That's All 0 1993 \N \N Romance
tt0141900	Treta sled slantzeto	movie	Treta sled slantzeto	0	1972	\N	127	Drama,Sci-Fi	movie Treta sled slantzeto Treta sled slantzeto 0 1972 \N 127 Drama,Sci-Fi
tt0141901	This Is America	movie	This Is America	0	1977	\N	97	Documentary	movie This Is America This Is America 0 1977 \N 97 Documentary
tt0141902	This Is America Part 2	movie	This Is America Part 2	0	1980	\N	102	Documentary	movie This Is America Part 2 This Is America Part 2 0 1980 \N 102 Documentary
tt0141904	Titanic Waltz	movie	Titanic vals	0	1965	\N	92	Comedy	movie Titanic Waltz Titanic vals 0 1965 \N 92 Comedy
tt0141906	Tokyo no Tekisasujin	movie	Tokyo no Tekisasujin	0	1957	\N	59	\N	movie Tokyo no Tekisasujin Tokyo no Tekisasujin 0 1957 \N 59 \N
tt0141907	Town & Country	movie	Town & Country	0	2001	\N	104	Comedy,Romance	movie Town & Country Town & Country 0 2001 \N 104 Comedy,Romance
tt0141913	Transit	movie	Transit	0	1992	\N	90	Drama	movie Transit Transit 0 1992 \N 90 Drama
tt0141914	Destination Death	movie	Der Transport	0	1961	\N	92	Drama,War	movie Destination Death Der Transport 0 1961 \N 92 Drama,War
tt0141916	Trial Run	movie	Trial Run	0	1984	\N	91	Thriller	movie Trial Run Trial Run 0 1984 \N 91 Thriller
tt0141918	Tu es Pierre	movie	Tu es Pierre	0	1959	\N	88	Documentary	movie Tu es Pierre Tu es Pierre 0 1959 \N 88 Documentary
tt0141921	The Turner Revelation	movie	The Turner Revelation	0	1995	\N	85	Drama	movie The Turner Revelation The Turner Revelation 0 1995 \N 85 Drama
tt0141925	A többi csak álom	movie	A többi csak álom	0	1997	\N	80	Documentary	movie A többi csak álom A többi csak álom 0 1997 \N 80 Documentary
tt0141926	U-571	movie	U-571	0	2000	\N	116	Action,War	movie U-571 U-571 0 2000 \N 116 Action,War
tt0141927	UFO - Azonosíthatatlan repülö objektumok találkozása a szubjektummal	movie	UFO - Azonosíthatatlan repülö objektumok találkozása a szubjektummal	0	1987	\N	51	\N	movie UFO - Azonosíthatatlan repülö objektumok találkozása a szubjektummal UFO - Azonosíthatatlan repülö objektumok találkozása a szubjektummal 0 1987 \N 51 \N
tt0141931	Unabomber: The Gobetween	movie	Unabomber: The Gobetween	0	1995	\N	\N	\N	movie Unabomber: The Gobetween Unabomber: The Gobetween 0 1995 \N \N \N
tt0141935	The Slave	movie	Une femme aux abois	0	1967	\N	67	Crime	movie The Slave Une femme aux abois 0 1967 \N 67 Crime
tt0141936	Une fille épatante	movie	Une fille épatante	0	1955	\N	88	Comedy	movie Une fille épatante Une fille épatante 0 1955 \N 88 Comedy
tt0141938	Uno de abajo	movie	Uno de abajo	0	1920	\N	\N	\N	movie Uno de abajo Uno de abajo 0 1920 \N \N \N
tt0141939	Unter den Dächern von St. Pauli	movie	Unter den Dächern von St. Pauli	0	1970	\N	88	Crime,Drama	movie Unter den Dächern von St. Pauli Unter den Dächern von St. Pauli 0 1970 \N 88 Crime,Drama
tt0141944	Use Your Head	movie	Use Your Head	0	1996	\N	\N	Comedy	movie Use Your Head Use Your Head 0 1996 \N \N Comedy
tt0141945	Last Plot	movie	Az utolsó föld	0	1998	\N	48	Documentary	movie Last Plot Az utolsó föld 0 1998 \N 48 Documentary
tt0141946	Ett vackert minne	movie	Ett vackert minne	0	1977	\N	74	\N	movie Ett vackert minne Ett vackert minne 0 1977 \N 74 \N
tt0141948	Summer with Anna	movie	Vara cu Ana	0	1988	\N	\N	Romance	movie Summer with Anna Vara cu Ana 0 1988 \N \N Romance
tt0141949	The Guarded Village 1944	movie	Vartioitu kylä 1944	0	1978	\N	100	Drama,War	movie The Guarded Village 1944 Vartioitu kylä 1944 0 1978 \N 100 Drama,War
tt0141951	La veine	movie	La veine	0	1928	\N	\N	Comedy	movie La veine La veine 0 1928 \N \N Comedy
tt0141954	Venus Envy	movie	Venus Envy	0	1997	\N	87	Comedy	movie Venus Envy Venus Envy 0 1997 \N 87 Comedy
tt0141956	Life Triumphs	movie	Viata învinge	0	1951	\N	87	Drama	movie Life Triumphs Viata învinge 0 1951 \N 87 Drama
tt0141958	La vie du vide	movie	La vie du vide	0	1952	\N	\N	\N	movie La vie du vide La vie du vide 0 1952 \N \N \N
tt0141959	La vieille 17	movie	La vieille 17	0	1982	\N	\N	\N	movie La vieille 17 La vieille 17 0 1982 \N \N \N
tt0141960	The Village of Wrath	movie	Le Village de la colère	0	1947	\N	105	Drama	movie The Village of Wrath Le Village de la colère 0 1947 \N 105 Drama
tt0141962	O vînatoare neobisnuita	movie	O vînatoare neobisnuita	0	1966	\N	\N	\N	movie O vînatoare neobisnuita O vînatoare neobisnuita 0 1966 \N \N \N
tt0141964	Visita de S.M. o Rei dos Belgas a Lisboa	movie	Visita de S.M. o Rei dos Belgas a Lisboa	0	1920	\N	\N	Documentary	movie Visita de S.M. o Rei dos Belgas a Lisboa Visita de S.M. o Rei dos Belgas a Lisboa 0 1920 \N \N Documentary
tt0141966	Vlad Tepes	movie	Vlad Tepes	0	1979	\N	114	Drama,History	movie Vlad Tepes Vlad Tepes 0 1979 \N 114 Drama,History
tt0141967	Vor Gott und den Menschen	movie	Vor Gott und den Menschen	0	1955	\N	90	Drama	movie Vor Gott und den Menschen Vor Gott und den Menschen 0 1955 \N 90 Drama
tt0141969	Le Voyageur sans bagage	movie	Le Voyageur sans bagage	0	1944	\N	99	\N	movie Le Voyageur sans bagage Le Voyageur sans bagage 0 1944 \N 99 \N
tt0141970	Vperedi - krutoy povorot	movie	Vperedi - krutoy povorot	0	1960	\N	83	Crime,Drama	movie Vperedi - krutoy povorot Vperedi - krutoy povorot 0 1960 \N 83 Crime,Drama
tt0141971	I Want to Know Why I Have Wings	movie	Vreau sa stiu de ce am aripi	0	1984	\N	92	Romance	movie I Want to Know Why I Have Wings Vreau sa stiu de ce am aripi 0 1984 \N 92 Romance
tt0141972	Váróterem	movie	Váróterem	0	1997	\N	61	Documentary	movie Váróterem Váróterem 0 1997 \N 61 Documentary
tt0141973	Végtelen napló	movie	Végtelen napló	0	1997	\N	150	Documentary	movie Végtelen napló Végtelen napló 0 1997 \N 150 Documentary
tt0141974	The War Zone	movie	The War Zone	0	1999	\N	98	Drama,Thriller	movie The War Zone The War Zone 0 1999 \N 98 Drama,Thriller
tt0141975	Caldura	movie	Caldura	0	1969	\N	85	Comedy	movie Caldura Caldura 0 1969 \N 85 Comedy
tt0141978	Der Weg zu Isabel	movie	Der Weg zu Isabel	0	1940	\N	83	Romance	movie Der Weg zu Isabel Der Weg zu Isabel 0 1940 \N 83 Romance
tt0141981	The Wheel of Fortune	movie	The Wheel of Fortune	0	1923	\N	\N	\N	movie The Wheel of Fortune The Wheel of Fortune 0 1923 \N \N \N
tt0141982	When Dreams Come True	movie	When Dreams Come True	0	1920	\N	\N	Documentary	movie When Dreams Come True When Dreams Come True 0 1920 \N \N Documentary
tt0141986	Wild Man Blues	movie	Wild Man Blues	0	1997	\N	105	Documentary,Music,Romance	movie Wild Man Blues Wild Man Blues 0 1997 \N 105 Documentary,Music,Romance
tt0141987	The Wildcat	movie	The Wildcat	0	1925	\N	52	Comedy,Romance,Western	movie The Wildcat The Wildcat 0 1925 \N 52 Comedy,Romance,Western
tt0141989	Oaspeti de iarna	movie	Oaspeti de iarna	0	1967	\N	\N	Documentary	movie Oaspeti de iarna Oaspeti de iarna 0 1967 \N \N Documentary
tt0141994	Wolf Riders	movie	Wolf Riders	0	1935	\N	56	Western	movie Wolf Riders Wolf Riders 0 1935 \N 56 Western
tt0141996	Wolfman	movie	Wolfman	0	1979	\N	102	Horror	movie Wolfman Wolfman 0 1979 \N 102 Horror
tt0141997	Woodstock '94	movie	Woodstock '94	0	1998	\N	\N	Documentary,Music	movie Woodstock '94 Woodstock '94 0 1998 \N \N Documentary,Music
tt0141998	The Last Spring	movie	The WormKillers' Last Spring	0	1994	\N	90	Drama,Sport	movie The Last Spring The WormKillers' Last Spring 0 1994 \N 90 Drama,Sport
tt0141999	Y'a un os dans la moulinette	movie	Y'a un os dans la moulinette	0	1974	\N	90	Comedy	movie Y'a un os dans la moulinette Y'a un os dans la moulinette 0 1974 \N 90 Comedy
tt0142004	The Possessed	movie	Yoba	0	1976	\N	97	Drama,Horror	movie The Possessed Yoba 0 1976 \N 97 Drama,Horror
tt0142005	You Are What You Eat	movie	You Are What You Eat	0	1968	\N	75	Documentary,Music	movie You Are What You Eat You Are What You Eat 0 1968 \N 75 Documentary,Music
tt0142006	Young Offenders	movie	Young Offenders	0	1993	\N	\N	\N	movie Young Offenders Young Offenders 0 1993 \N \N \N
tt0142008	Yurei otoko	movie	Yurei otoko	0	1954	\N	73	Horror,Mystery	movie Yurei otoko Yurei otoko 0 1954 \N 73 Horror,Mystery
tt0142009	Yurei takushi	movie	Yurei takushi	0	1956	\N	45	Drama	movie Yurei takushi Yurei takushi 0 1956 \N 45 Drama
tt0142012	Zentrale Rio	movie	Zentrale Rio	0	1939	\N	80	Drama	movie Zentrale Rio Zentrale Rio 0 1939 \N 80 Drama
tt0142014	Zona de Belém	movie	Zona de Belém	0	1964	\N	\N	Documentary	movie Zona de Belém Zona de Belém 0 1964 \N \N Documentary
tt0142060	1968: The 25th Anniversary	movie	1968: The 25th Anniversary	0	1993	\N	\N	Documentary	movie 1968: The 25th Anniversary 1968: The 25th Anniversary 0 1993 \N \N Documentary
tt0142061	Two Times Adam, One Time Eve	movie	2 x Adam, 1 x Eva	0	1959	\N	91	Comedy	movie Two Times Adam, One Time Eve 2 x Adam, 1 x Eva 0 1959 \N 91 Comedy
tt0142062	Nikutai joyû-goroshi: Go-nin no hanzaisha	movie	Nikutai joyû-goroshi: Go-nin no hanzaisha	0	1957	\N	74	Crime	movie Nikutai joyû-goroshi: Go-nin no hanzaisha Nikutai joyû-goroshi: Go-nin no hanzaisha 0 1957 \N 74 Crime
tt0142063	Those Who Love	movie	A los que aman	0	1998	\N	97	Drama,Romance	movie Those Who Love A los que aman 0 1998 \N 97 Drama,Romance
tt0142064	ABC milosci	movie	ABC milosci	0	1935	\N	61	Comedy,Romance	movie ABC milosci ABC milosci 0 1935 \N 61 Comedy,Romance
tt0142065	L'abbé Constantin	movie	L'abbé Constantin	0	1933	\N	90	Comedy	movie L'abbé Constantin L'abbé Constantin 0 1933 \N 90 Comedy
